lat,lng,anomaly,grid_label
37.539573,126.646092,1,KECABBAA
37.539563,126.646117,1,KECABBAA
37.539563,126.646117,1,KECABBAA
37.53736,126.642717,1,KECABBAA
37.537404,126.642685,1,KECABBAA
37.537272,126.642583,1,KECABBAA
37.536635,126.643881,1,KECABBAA
37.537458,126.643255,1,KECABBAA
37.537458,126.643255,1,KECABBAA
37.538365,126.64256,1,KECABBAA
37.538363,126.642563,1,KECABBAA
37.536749,126.642768,1,KECABBAA
37.536703,126.642766,1,KECABBAA
37.536703,126.642766,1,KECABBAA
37.539038,126.637403,1,KECABABB
37.539103,126.637327,1,KECABABB
37.537651,126.636068,1,KECABABB
37.537152,126.635957,1,KECABABB
37.537135,126.635948,1,KECABABB
37.535059,126.636425,1,KECABABD
37.535027,126.636178,1,KECABABD
37.535007,126.636173,1,KECABABD
37.530804,126.635986,1,KECABABD
37.53149,126.635775,1,KECABABD
37.53148,126.635779,1,KECABABD
37.530756,126.63612,1,KECABABD
37.52845,126.636044,1,KECABADB
37.52847,126.636046,1,KECABADB
37.52847,126.636046,1,KECABADB
37.538351,126.646674,1,KECABBAA
37.538365,126.64678,1,KECABBAA
37.538365,126.64678,1,KECABBAA
37.537583,126.6468,1,KECABBAA
37.537793,126.648031,1,KECABBAA
37.537793,126.648031,1,KECABBAA
37.538175,126.647486,1,KECABBAA
37.538132,126.647438,1,KECABBAA
37.538132,126.647438,1,KECABBAA
37.537996,126.644534,1,KECABBAA
37.536869,126.64458,1,KECABBAA
37.534517,126.644814,1,KECABBAC
37.533762,126.644899,1,KECABBAC
37.533274,126.644759,1,KECABBAC
37.533248,126.644755,1,KECABBAC
37.533248,126.644755,1,KECABBAC
37.533486,126.644724,1,KECABBAC
37.534572,126.644667,1,KECABBAC
37.534572,126.644667,1,KECABBAC
37.536742,126.644645,1,KECABBAA
37.536888,126.644682,1,KECABBAA
37.536921,126.644691,1,KECABBAA
37.537789,126.644703,1,KECABBAA
37.537791,126.644706,1,KECABBAA
37.537791,126.644706,1,KECABBAA
37.538153,126.645848,1,KECABBAA
37.538173,126.646079,1,KECABBAA
37.538173,126.646079,1,KECABBAA
37.538319,126.646954,1,KECABBAA
37.538497,126.64639,1,KECABBAA
37.538497,126.64639,1,KECABBAA
37.547709,126.65154,1,KEACDDCD
37.537904,126.648338,1,KECABBAA
37.537904,126.648338,1,KECABBAA
37.538092,126.644736,1,KECABBAA
37.538228,126.645673,1,KECABBAA
37.538228,126.645673,1,KECABBAA
37.538182,126.646099,1,KECABBAA
37.538373,126.647371,1,KECABBAA
37.538373,126.647371,1,KECABBAA
37.538454,126.644745,1,KECABBAA
37.538363,126.644877,1,KECABBAA
37.53839,126.645094,1,KECABBAA
37.53839,126.645094,1,KECABBAA
37.539579,126.645896,1,KECABBAA
37.540592,126.646622,1,KECABBAA
37.540592,126.646622,1,KECABBAA
37.538832,126.646592,1,KECABBAA
37.537541,126.647544,1,KECABBAA
37.537541,126.647544,1,KECABBAA
37.537575,126.644617,1,KECABBAA
37.537419,126.644694,1,KECABBAA
37.537419,126.644694,1,KECABBAA
37.53815,126.646366,1,KECABBAA
37.538282,126.648153,1,KECABBAA
37.538282,126.648153,1,KECABBAA
37.537519,126.649256,1,KECABBAB
37.537328,126.64891,1,KECABBAA
37.53605,126.649401,1,KECABBAB
37.53605,126.649401,1,KECABBAB
37.53682,126.649327,1,KECABBAB
37.538164,126.648746,1,KECABBAA
37.538164,126.648746,1,KECABBAA
37.534911,126.649519,1,KECABBAD
37.534351,126.649508,1,KECABBAD
37.529993,126.649541,1,KECABBAD
37.526063,126.648915,1,KECABBCA
37.526021,126.647808,1,KECABBCA
37.526,126.647162,1,KECABBCA
37.525973,126.646115,1,KECABBCA
37.525882,126.644947,1,KECABBCA
37.525688,126.643613,1,KECABBCA
37.525441,126.642658,1,KECABBCA
37.525104,126.641539,1,KECABBCA
37.524565,126.640236,1,KECABADB
37.523994,126.638961,1,KECABADB
37.523614,126.638107,1,KECABADB
37.523046,126.636817,1,KECABADB
37.522662,126.635958,1,KECABADB
37.522092,126.634672,1,KECABADD
37.521742,126.633863,1,KECABADD
37.521209,126.632672,1,KECABADC
37.520851,126.63188,1,KECABADC
37.520298,126.630636,1,KECABADC
37.519828,126.629582,1,KECABADC
37.519352,126.628516,1,KECABADC
37.518876,126.627451,1,KECABADC
37.51841,126.626399,1,KECABADC
37.517899,126.625224,1,KECABACD
37.517457,126.624053,1,KECABACD
37.517168,126.623274,1,KECABACD
37.516903,126.621925,1,KECABACD
37.516787,126.621054,1,KECABACD
37.51669,126.619816,1,KECABACD
37.516651,126.619056,1,KECABACD
37.517036,126.61803,1,KECABACD
37.517216,126.61788,1,KECABACC
37.517704,126.617067,1,KECABACC
37.517625,126.616489,1,KECABACC
37.517308,126.616014,1,KECABACC
37.516551,126.615581,1,KECABACC
37.515649,126.61567,1,KECABCAA
37.515087,126.616013,1,KECABCAA
37.514439,126.616852,1,KECABCAA
37.514164,126.617585,1,KECABCAA
37.514033,126.618791,1,KECABCAB
37.514043,126.619531,1,KECABCAB
37.514109,126.620564,1,KECABCAB
37.514138,126.621062,1,KECABCAB
37.514229,126.622154,1,KECABCAB
37.51432,126.623502,1,KECABCAB
37.514203,126.62478,1,KECABCAB
37.513762,126.62565,1,KECABCAB
37.513626,126.62583,1,KECABCBA
37.512608,126.6265,1,KECABCBA
37.512282,126.626642,1,KECABCBA
37.511485,126.626896,1,KECABCBA
37.510692,126.627104,1,KECABCBA
37.510295,126.627195,1,KECABCBA
37.509429,126.627358,1,KECABCBA
37.508573,126.627506,1,KECABCBC
37.508364,126.62754,1,KECABCBC
37.462496,126.632542,1,KECADCBA
37.461672,126.631989,1,KECADCBA
37.461559,126.631932,1,KECADCBA
37.460371,126.631238,1,KECADCBA
37.459361,126.630767,1,KECADCBA
37.458443,126.630261,1,KECADCBA
37.457433,126.629668,1,KECADCBA
37.457299,126.629581,1,KECADCBA
37.456273,126.628916,1,KECADCBC
37.456169,126.628869,1,KECADCBC
37.455286,126.628271,1,KECADCBC
37.453902,126.627334,1,KECADCBC
37.450802,126.625195,1,KECADCAD
37.450704,126.6251,1,KECADCAD
37.449755,126.624575,1,KECADCCB
37.449667,126.624544,1,KECADCCB
37.449076,126.625347,1,KECADCCB
37.448645,126.626367,1,KECADCDA
37.448604,126.626467,1,KECADCDA
37.448171,126.627555,1,KECADCDA
37.448053,126.627868,1,KECADCDA
37.447627,126.628869,1,KECADCDA
37.447328,126.62959,1,KECADCDA
37.446904,126.630609,1,KECADCDA
37.446686,126.631134,1,KECADCDA
37.446547,126.631594,1,KECADCDA
37.446078,126.632579,1,KECADCDA
37.445502,126.633654,1,KECADCDB
37.445082,126.634437,1,KECADCDB
37.444625,126.635289,1,KECADCDB
37.444116,126.636231,1,KECADCDB
37.443851,126.636726,1,KECADCDB
37.443312,126.637737,1,KECADCDB
37.442767,126.638749,1,KECADCDD
37.442496,126.639258,1,KECADCDD
37.44195,126.64028,1,KECADCDD
37.441401,126.641301,1,KECADDCC
37.441129,126.641814,1,KECADDCC
37.440585,126.642835,1,KECADDCC
37.440039,126.643856,1,KECADDCC
37.439629,126.644621,1,KECADDCC
37.439092,126.645622,1,KECADDCC
37.43853,126.646677,1,KECADDCC
37.43844,126.646848,1,KECADDCC
37.437875,126.647933,1,KECADDCC
37.437657,126.648396,1,KECADDCC
37.437209,126.649569,1,KECADDCD
37.43705,126.65012,1,KECADDCD
37.436794,126.651442,1,KECADDCD
37.436731,126.652033,1,KECADDCD
37.436703,126.653529,1,KECADDCD
37.436755,126.654191,1,KECADDCD
37.437002,126.655721,1,KECADDCD
37.437184,126.656579,1,KECADDCD
37.437456,126.657795,1,KECADDDC
37.437633,126.658578,1,KECADDDC
37.437884,126.65975,1,KECADDDC
37.438034,126.660531,1,KECADDDC
37.438192,126.661773,1,KECADDDC
37.438241,126.66264,1,KECADDDC
37.438235,126.663998,1,KECADDDC
37.438167,126.664944,1,KECADDDD
37.43796,126.666402,1,KECADDDD
37.43769,126.667905,1,KECADDDD
37.437411,126.669426,1,KECADDDD
37.43723,126.67045,1,KECADDDD
37.436952,126.671988,1,KECADDDD
37.43675,126.672993,1,KECBCCCC
37.43655,126.674004,1,KECBCCCC
37.436254,126.675575,1,KECDAAAA
37.436197,126.675842,1,KECDAAAA
37.435919,126.677026,1,KECDAAAA
37.435557,126.678366,1,KECDAAAA
37.435511,126.678524,1,KECDAAAA
37.435062,126.679974,1,KECDAAAB
37.435009,126.68014,1,KECDAAAB
37.434606,126.681374,1,KECDAAAB
37.434426,126.681924,1,KECDAAAB
37.43401,126.683207,1,KECDAAAB
37.433833,126.683753,1,KECDAAAB
37.433448,126.685057,1,KECDAAAB
37.433319,126.685626,1,KECDAAAB
37.433129,126.687015,1,KECDAAAB
37.433098,126.68765,1,KECDAABA
37.433114,126.689121,1,KECDAABA
37.433134,126.689903,1,KECDAABA
37.433163,126.691293,1,KECDAABA
37.433171,126.691619,1,KECDAABA
37.433208,126.693023,1,KECDAABA
37.433216,126.693407,1,KECDAABA
37.433248,126.694666,1,KECDAABA
37.433269,126.695538,1,KECDAABB
37.433302,126.696777,1,KECDAABB
37.433344,126.698375,1,KECDAABB
37.433386,126.699604,1,KECDAABB
37.433411,126.700537,1,KECDAABB
37.433454,126.702029,1,KECDAABB
37.433479,126.703042,1,KECDABAA
37.433518,126.704565,1,KECDABAA
37.433541,126.705535,1,KECDABAA
37.433575,126.706868,1,KECDABAA
37.433594,126.707659,1,KECDABAA
37.433625,126.709168,1,KECDABAA
37.433641,126.709744,1,KECDABAA
37.433676,126.711083,1,KECDABAB
37.43369,126.711643,1,KECDABAB
37.433724,126.712952,1,KECDABAB
37.433738,126.71352,1,KECDABAB
37.433775,126.714886,1,KECDABAB
37.433788,126.715507,1,KECDABAB
37.4338,126.716992,1,KECDABAB
37.433791,126.717621,1,KECDABAB
37.433775,126.719027,1,KECDABBA
37.433754,126.719787,1,KECDABBA
37.433678,126.721319,1,KECDABBA
37.433655,126.721708,1,KECDABBA
37.433551,126.723324,1,KECDABBA
37.433524,126.723739,1,KECDABBA
37.433443,126.724989,1,KECDABBA
37.433383,126.725835,1,KECDABBA
37.4333,126.727103,1,KECDABBB
37.433245,126.72797,1,KECDABBB
37.433164,126.729265,1,KECDABBB
37.433086,126.7306,1,KECDABBB
37.433028,126.731865,1,KECDABBB
37.432995,126.732664,1,KECDABBB
37.432938,126.733923,1,KECDABBB
37.432885,126.734777,1,KECDBAAA
37.432837,126.736056,1,KECDBAAA
37.432671,126.736746,1,KECDBAAA
37.431963,126.73778,1,KECDBAAA
37.431673,126.737898,1,KECDBAAA
37.431375,126.737955,1,KECDBAAA
37.430132,126.737904,1,KECDBAAA
37.429986,126.737888,1,KECDBAAA
37.428962,126.737786,1,KECDBAAC
37.428561,126.737738,1,KECDBAAC
37.427392,126.737571,1,KECDBAAC
37.42727,126.737554,1,KECDBAAC
37.425993,126.737396,1,KECDBAAC
37.425841,126.737383,1,KECDBAAC
37.424767,126.737346,1,KECDBAAC
37.424323,126.737359,1,KECDBAAC
37.42313,126.737489,1,KECDBACA
37.42303,126.737505,1,KECDBACA
37.422042,126.737668,1,KECDBACA
37.420942,126.737851,1,KECDBACA
37.419927,126.738024,1,KECDBACA
37.418735,126.738233,1,KECDBACA
37.412995,126.739147,1,KECDBACC
37.41195,126.739288,1,KECDBACC
37.410948,126.739439,1,KECDBACC
37.410089,126.739561,1,KECDBCAA
37.409996,126.739573,1,KECDBCAA
37.408773,126.739731,1,KECDBCAA
37.407691,126.739884,1,KECDBCAA
37.407327,126.739936,1,KECDBCAA
37.406187,126.7401,1,KECDBCAA
37.405204,126.740231,1,KECDBCAA
37.404962,126.740264,1,KECDBCAA
37.403895,126.740424,1,KECDBCAA
37.403763,126.740449,1,KECDBCAA
37.402747,126.740614,1,KECDBCAC
37.402253,126.7407,1,KECDBCAC
37.401005,126.740967,1,KECDBCAC
37.400446,126.741128,1,KECDBCAC
37.399475,126.741456,1,KECDBCAC
37.39832,126.74192,1,KECDBCAD
37.397174,126.742488,1,KECDBCAD
37.396424,126.742901,1,KECDBCCB
37.395355,126.743576,1,KECDBCCB
37.394652,126.744067,1,KECDBCCB
37.39365,126.744856,1,KECDBCCB
37.39294,126.745482,1,KECDBCCB
37.391929,126.746481,1,KECDBCCB
37.391294,126.747181,1,KECDBCCB
37.390391,126.748279,1,KECDBCCB
37.389545,126.74944,1,KECDBCDC
37.388813,126.750561,1,KECDBCDC
37.388446,126.751183,1,KECDBCDC
37.387968,126.752029,1,KECDBCDC
37.387662,126.752609,1,KECDBCDC
37.387039,126.753808,-1,KECDBCDC
37.386899,126.75409,-1,KECDBCDC
37.386436,126.75501,-1,KECDBCDC
37.386114,126.755666,-1,KECDBCDC
37.385595,126.756709,-1,KECDBCDC
37.385065,126.757764,-1,KECDBCDD
37.384573,126.758749,-1,KECDBCDD
37.384265,126.759364,-1,KECDBCDD
37.383812,126.760266,-1,KECDBCDD
37.383511,126.760844,-1,KECDDABB
37.382949,126.761847,-1,KECDDABB
37.382543,126.762466,-1,KECDDABB
37.381897,126.763379,-1,KECDDABB
37.381383,126.764,-1,KECDDABB
37.380536,126.764839,-1,KECDDABB
37.379621,126.765547,-1,KECDDBAA
37.378575,126.766172,-1,KECDDBAA
37.377824,126.766509,-1,KECDDBAA
37.377032,126.766777,-1,KECDDBAC
37.375862,126.766968,-1,KECDDBAC
37.375664,126.766982,-1,KECDDBAC
37.374642,126.767033,-1,KECDDBAC
37.373435,126.766992,-1,KECDDBAC
37.372623,126.766942,-1,KECDDBAC
37.371808,126.766884,-1,KECDDBAC
37.371401,126.766855,-1,KECDDBAC
37.370197,126.766774,-1,KECDDBCA
37.369404,126.76672,-1,KECDDBCA
37.368199,126.766645,-1,KECDDBCA
37.367394,126.766619,-1,KECDDBCA
37.367193,126.766622,-1,KECDDBCA
37.3662,126.76671,-1,KECDDBCA
37.365044,126.767015,-1,KECDDBCA
37.363946,126.767516,-1,KECDDBCA
37.363213,126.767884,-1,KECDDBCC
37.363029,126.767973,-1,KECDDBCC
37.362073,126.768328,-1,KECDDBCC
37.361265,126.7685,-1,KECDDBCC
37.361059,126.768524,-1,KECDDBCC
37.360022,126.768547,-1,KECDDBCC
37.359186,126.768507,-1,KECDDBCC
37.358977,126.768495,-1,KECDDBCC
37.357931,126.768439,-1,KECDDBCC
37.35711,126.768394,-1,KECDDDAA
37.356907,126.768382,-1,KECDDDAA
37.35631,126.768345,-1,KECDDDAA
37.355549,126.768308,-1,KECDDDAA
37.355001,126.768274,-1,KECDDDAA
37.353991,126.768219,-1,KECDDDAA
37.353826,126.76821,-1,KECDDDAA
37.352813,126.768117,-1,KECDDDAA
37.35187,126.767978,-1,KECDDDAA
37.350879,126.767701,-1,KECDDDAA
37.349894,126.767301,-1,KECDDDAC
37.349799,126.767264,-1,KECDDDAC
37.348759,126.766858,-1,KECDDDAC
37.34777,126.766379,-1,KECDDDAC
37.346855,126.765942,-1,KECDDDAC
37.346477,126.765699,-1,KECDDDAC
37.345771,126.765218,-1,KECDDDAC
37.344922,126.76457,-1,KECDDCBD
37.343992,126.763741,-1,KECDDCBD
37.343189,126.762996,-1,KECDDCDB
37.342728,126.762552,-1,KECDDCDB
37.341925,126.761765,-1,KECDDCDB
37.341072,126.76094,-1,KECDDCDB
37.340269,126.760146,-1,KECDDCDB
37.339494,126.759394,-1,KECDDCDB
37.339158,126.759084,-1,KECDDCDB
37.33834,126.758321,-1,KECDDCDB
37.337502,126.757502,-1,KECDDCDB
37.336657,126.756617,-1,KECDDCDC
37.335912,126.755789,-1,KECDDCDC
37.335686,126.755484,-1,KECDDCDC
37.334909,126.754518,-1,KECDDCDC
37.334123,126.75348,-1,KECDDCDC
37.333316,126.752493,-1,KECDDCDC
37.332567,126.751669,-1,KECDDCDC
37.331725,126.750901,-1,KECDDCDC
37.330677,126.750115,-1,JEABBABA
37.329899,126.749636,-1,JEABBABA
37.329857,126.749613,-1,JEABBABA
37.328862,126.749177,-1,JEABBAAB
37.327917,126.748868,-1,JEABBAAB
37.326965,126.748652,-1,JEABBAAB
37.326143,126.748581,-1,JEABBAAB
37.326033,126.748577,-1,JEABBAAB
37.325143,126.748589,-1,JEABBAAB
37.324738,126.748624,-1,JEABBAAB
37.323785,126.748776,-1,JEABBAAD
37.323566,126.748822,-1,JEABBAAD
37.322733,126.749019,-1,JEABBAAD
37.322351,126.74912,-1,JEABBAAD
37.321453,126.749354,-1,JEABBAAD
37.321098,126.749448,-1,JEABBABC
37.320282,126.749667,-1,JEABBABC
37.319825,126.749789,-1,JEABBABC
37.31892,126.750027,-1,JEABBABC
37.31882,126.750053,-1,JEABBABC
37.317985,126.750277,-1,JEABBABC
37.317753,126.750338,-1,JEABBABC
37.316767,126.750597,-1,JEABBADA
37.316521,126.75066,-1,JEABBADA
37.315535,126.750918,-1,JEABBADA
37.31527,126.750983,-1,JEABBADA
37.314081,126.75121,-1,JEABBADA
37.313566,126.751256,-1,JEABBADA
37.31229,126.751229,-1,JEABBADA
37.311711,126.751147,-1,JEABBADA
37.310743,126.750909,-1,JEABBADC
37.309603,126.750474,-1,JEABBADC
37.308537,126.749994,-1,JEABBADC
37.307925,126.749718,-1,JEABBADC
37.30697,126.749283,-1,JEABBACD
37.306742,126.749181,-1,JEABBACD
37.306041,126.748864,-1,JEABBACD
37.305531,126.748635,-1,JEABBACD
37.305397,126.748575,-1,JEABBACD
37.304443,126.748144,-1,JEABBACD
37.304018,126.74795,-1,JEABBCAB
37.302981,126.747482,-1,JEABBCAB
37.302512,126.747281,-1,JEABBCAB
37.301697,126.74695,-1,JEABBCAB
37.300651,126.746579,-1,JEABBCAB
37.299531,126.746229,-1,JEABBCAB
37.298796,126.746028,-1,JEABBCAB
37.297723,126.745775,-1,JEABBCAB
37.297367,126.745704,-1,JEABBCAD
37.297,126.745633,-1,JEABBCAD
37.295887,126.745454,-1,JEABBCAD
37.295177,126.745365,-1,JEABBCAD
37.295031,126.745349,-1,JEABBCAD
37.29405,126.745273,-1,JEABBCAD
37.293625,126.74525,-1,JEABBCAD
37.292581,126.745225,-1,JEABBCAD
37.292107,126.745228,-1,JEABBCAD
37.291283,126.745254,-1,JEABBCAD
37.290281,126.745295,-1,JEABBCCB
37.289265,126.745338,-1,JEABBCCB
37.288591,126.745365,-1,JEABBCCB
37.287601,126.745408,-1,JEABBCCB
37.286944,126.745432,-1,JEABBCCB
37.285936,126.745474,-1,JEABBCCB
37.285267,126.745502,-1,JEABBCCB
37.284341,126.745541,-1,JEABBCCD
37.283784,126.745562,-1,JEABBCCD
37.282735,126.745608,-1,JEABBCCD
37.282356,126.745627,-1,JEABBCCD
37.28143,126.745668,-1,JEABBCCD
37.281215,126.745675,-1,JEABBCCD
37.280318,126.745715,-1,JEABBCCD
37.280075,126.745726,-1,JEABBCCD
37.279031,126.745761,-1,JEABBCCD
37.278747,126.745768,-1,JEABBCCD
37.277836,126.745784,-1,JEABDAAB
37.27701,126.745784,-1,JEABDAAB
37.276158,126.745788,-1,JEABDAAB
37.275148,126.745788,-1,JEABDAAB
37.274155,126.745789,-1,JEABDAAB
37.2735,126.745788,-1,JEABDAAB
37.272501,126.74579,-1,JEABDAAB
37.271802,126.745791,-1,JEABDAAB
37.270747,126.74579,-1,JEABDAAD
37.270113,126.745785,-1,JEABDAAD
37.269259,126.745784,-1,JEABDAAD
37.268702,126.745783,-1,JEABDAAD
37.267814,126.745784,-1,JEABDAAD
37.267204,126.745783,-1,JEABDAAD
37.266277,126.745781,-1,JEABDAAD
37.265646,126.745782,-1,JEABDAAD
37.265485,126.745782,-1,JEABDAAD
37.264661,126.745785,-1,JEABDACB
37.263681,126.745783,-1,JEABDACB
37.262863,126.745784,-1,JEABDACB
37.262377,126.745784,-1,JEABDACB
37.261437,126.745794,-1,JEABDACB
37.261192,126.745805,-1,JEABDACB
37.260122,126.745901,-1,JEABDACB
37.259831,126.745948,-1,JEABDACB
37.258924,126.746177,-1,JEABDACB
37.258321,126.746387,-1,JEABDACB
37.257493,126.746766,-1,JEABDACD
37.256724,126.747218,-1,JEABDACD
37.255933,126.747796,-1,JEABDACD
37.25539,126.748266,-1,JEABDACD
37.254587,126.749094,-1,JEABDACD
37.254073,126.749694,-1,JEABDADC
37.253301,126.750645,-1,JEABDADC
37.25279,126.751283,-1,JEABDADC
37.252114,126.752088,-1,JEABDADC
37.25168,126.752561,-1,JEABDADC
37.250974,126.753252,-1,JEABDCBA
37.250158,126.753947,-1,JEABDCBA
37.249273,126.754587,-1,JEABDCBA
37.248694,126.75495,-1,JEABDCBA
37.248551,126.755032,-1,JEABDCBA
37.247512,126.755548,-1,JEABDCBA
37.247032,126.755745,-1,JEABDCBA
37.246219,126.756044,-1,JEABDCBA
37.245319,126.756364,-1,JEABDCBA
37.244361,126.756705,-1,JEABDCBC
37.243703,126.756932,-1,JEABDCBC
37.242704,126.757285,-1,JEABDCBD
37.242036,126.757516,-1,JEABDCBD
37.241004,126.757847,-1,JEABDCBD
37.240367,126.758068,-1,JEABDCBD
37.23955,126.758169,-1,JEABDCBD
37.239113,126.75811,-1,JEABDCBD
37.238467,126.75741,-1,JEABDCBD
37.238403,126.757347,-1,JEABDCBD
37.237462,126.756948,-1,JEABDCDA
37.237462,126.756948,-1,JEABDCDA
37.173623,126.786432,-1,JEADBDDC
37.123048,126.816411,-1,JEBCCCDC
37.123048,126.816411,-1,JEBCCCDC
36.974245,127.29743,-1,JFDCACAC
36.975641,127.303325,-1,JFDCACAD
36.975644,127.304531,-1,JFDCACAD
36.975575,127.30567,-1,JFDCACAD
36.975582,127.306431,-1,JFDCACBC
36.975598,127.307632,-1,JFDCACBC
36.975605,127.308281,-1,JFDCACBC
36.975617,127.309569,-1,JFDCACBC
36.975628,127.310888,-1,JFDCACBC
36.97563,127.311068,-1,JFDCACBC
36.975655,127.312248,-1,JFDCACBC
36.97568,127.312731,-1,JFDCACBC
36.975761,127.313982,-1,JFDCACBD
36.975809,127.314547,-1,JFDCACBD
36.975945,127.315865,-1,JFDCACBD
36.976007,127.316399,-1,JFDCACBD
36.976211,127.317766,-1,JFDCACBD
36.976315,127.318379,-1,JFDCACBD
36.976527,127.319473,-1,JFDCACBD
36.976819,127.320755,-1,JFDCACBD
36.97687,127.320963,-1,JFDCACBD
36.977151,127.32209,-1,JFDCADAC
36.977413,127.323033,-1,JFDCADAC
36.977479,127.323272,-1,JFDCADAC
36.976669,127.359655,-1,JFDCBCAC
36.976669,127.359655,-1,JFDCBCAC
36.587585,128.173062,-1,IHCDAABA
36.588071,128.172492,-1,IHCDAABA
36.58885,128.171603,-1,IHCDAABA
36.589152,128.171254,-1,IHCDAAAB
36.589772,128.170557,-1,IHCDAAAB
36.590641,128.169564,-1,IHCBCCCD
36.590789,128.169401,-1,IHCBCCCD
36.591519,128.168585,-1,IHCBCCCD
36.592412,128.167624,-1,IHCBCCCD
36.593353,128.166754,-1,IHCBCCCD
36.594021,128.166243,-1,IHCBCCCD
36.595055,128.165555,-1,IHCBCCCD
36.595952,128.165057,-1,IHCBCCCD
